#separator:tab
#html:true
#columns:Key	Radical	Variant1	Variant2	ReferenceVariants	Pinyin	Meaning	MemberChars	Productivity	Frequency	Decomposition	MemberDecomp	Note	Link	Tags
#tags column:15
艸:cao3	艸	艹			cǎo	grass	共花英苦草茶落幕	930	8867	once:屮×2	共=龷+八|花=艹+化|英=艹+央|苦=艹+古|草=艹+早|茶=艹+?|落=艹+洛|幕=艹+?	Modern form: 艹 ('grass top'). Used in plants/herbs/grasses: 花, 草, 茶, 药, 苹.	https://hanzicraft.com/dashboard/character/%E8%89%B8%E5%85%B1%E8%8A%B1%E8%8B%B1%E8%8B%A6%E8%8D%89%E8%8C%B6%E8%90%BD%E5%B9%95	kangxi-radical radical-common
虍:hu1	虍				hū	tiger	虎虐彪虒虑虚虏虔	66			虎=虍+几|虐=虍+?|彪=虎+彡|虒=⺁+虎|虑=虍+心|虚=虍+业|虏=虍+力|虔=虍+文		https://hanzicraft.com/dashboard/character/%E8%99%8D%E8%99%8E%E8%99%90%E5%BD%AA%E8%99%92%E8%99%91%E8%99%9A%E8%99%8F%E8%99%94	kangxi-radical radical-common
虫:hui3	虫				huǐ	insect	蚯蚓触蟻蟹强虽属	299	1285		蚯=虫+丘|蚓=虫+引|触=角+虫|蟻=虫+義|蟹=解+虫|强=弓+虽|虽=口+虫|属=尸+禹	Also reads: chóng	https://hanzicraft.com/dashboard/character/%E8%99%AB%E8%9A%AF%E8%9A%93%E8%A7%A6%E8%9F%BB%E8%9F%B9%E5%BC%BA%E8%99%BD%E5%B1%9E	kangxi-radical radical-common
行:xing2	行				xíng	walk enclosure	行衍術衝街衡衔衙	26	53	once:彳+亍	行=彳+亍|衍=行+氵|術=行+术|衝=行+重|街=行+圭|衡=行+?|衔=行+钅|衙=行+吾		https://hanzicraft.com/dashboard/character/%E8%A1%8C%E8%A1%8C%E8%A1%8D%E8%A1%93%E8%A1%9D%E8%A1%97%E8%A1%A1%E8%A1%94%E8%A1%99	kangxi-radical radical-common
衣:yi1	衣	衤			yī	clothes	初被装裙裤补袜袖	185	724	once:亠+𧘇	初=衤+刀|被=衤+皮|装=壮+衣|裙=衤+君|裤=衤+库|补=衤+卜|袜=衤+末|袖=衤+由	Left-side form: 衤. Don't confuse with 礻 — 衤 (clothes) has TWO dots at top, 礻 (spirit) has ONE. Used in 初, 被, 装, 裙.	https://hanzicraft.com/dashboard/character/%E8%A1%A3%E5%88%9D%E8%A2%AB%E8%A3%85%E8%A3%99%E8%A3%A4%E8%A1%A5%E8%A2%9C%E8%A2%96	kangxi-radical radical-common
襾:xi1	襾	西	覀		xī	west	西要覊腰牺谭洒栖	75	8662		西=兀+囗|要=覀+女|覊=覀+䩻|腰=月+?|牺=牛+西|谭=讠+?|洒=氵+西|栖=木+西		https://hanzicraft.com/dashboard/character/%E8%A5%BE%E8%A5%BF%E8%A6%81%E8%A6%8A%E8%85%B0%E7%89%BA%E8%B0%AD%E6%B4%92%E6%A0%96	kangxi-radical radical-common
角:jiao3	角				jiǎo	horn	觚解觥觸确嘴触懈	32	735	once:⺈+用	觚=角+瓜|解=角+?|觥=角+光|觸=角+蜀|确=石+角|嘴=口+觜|触=角+虫|懈=忄+解		https://hanzicraft.com/dashboard/character/%E8%A7%92%E8%A7%9A%E8%A7%A3%E8%A7%A5%E8%A7%B8%E7%A1%AE%E5%98%B4%E8%A7%A6%E6%87%88	kangxi-radical radical-common
讠:yan2	讠	言	訁		yán	speech	说话语词读请谢谈	386		once:㇊+丶	说=讠+兑|话=讠+舌|语=讠+吾|词=讠+司|读=讠+卖|请=讠+青|谢=讠+射|谈=讠+炎	Traditional: 言<br>Simplified left-side form of 言 (speech). Always speech-related.	https://hanzicraft.com/dashboard/character/%E8%AE%A0%E8%AF%B4%E8%AF%9D%E8%AF%AD%E8%AF%8D%E8%AF%BB%E8%AF%B7%E8%B0%A2%E8%B0%88	kangxi-radical radical-common
谷:gu3	谷				gǔ	valley	谿豀容欲俗裕溶浴	29	1093		谿=奚+谷|豀=谷+奚|容=宀+谷|欲=谷+欠|俗=亻+谷|裕=衤+谷|溶=氵+容|浴=氵+谷		https://hanzicraft.com/dashboard/character/%E8%B0%B7%E8%B0%BF%E8%B1%80%E5%AE%B9%E6%AC%B2%E4%BF%97%E8%A3%95%E6%BA%B6%E6%B5%B4	kangxi-radical radical-common
豆:dou4	豆				dòu	bean	豈豐豎登短彭瞪厨	63	1791	once:𠮛+䒑	豈=山+豆|豐=𠁳+豆|豎=臤+豆|登=癶+豆|短=矢+豆|彭=壴+彡|瞪=目+登|厨=厂+?		https://hanzicraft.com/dashboard/character/%E8%B1%86%E8%B1%88%E8%B1%90%E8%B1%8E%E7%99%BB%E7%9F%AD%E5%BD%AD%E7%9E%AA%E5%8E%A8	kangxi-radical radical-common
豕:shi3	豕				shǐ	hog / swine	豚家逐豪遂嫁稼壕	44	4922	once:一+𧰨	豚=月+豕|家=宀+豕|逐=辶+豕|豪=?+豕|遂=辶+㒸|嫁=女+家|稼=禾+家|壕=土+豪		https://hanzicraft.com/dashboard/character/%E8%B1%95%E8%B1%9A%E5%AE%B6%E9%80%90%E8%B1%AA%E9%81%82%E5%AB%81%E7%A8%BC%E5%A3%95	kangxi-radical radical-common
豸:zhi4	豸				zhì	badger	豹貌貓貉藐豺貂霾	24		once:爫+犭	豹=豸+勺|貌=豸+皃|貓=豸+苗|貉=豸+各|藐=艹+貌|豺=豸+才|貂=豸+召|霾=雨+貍		https://hanzicraft.com/dashboard/character/%E8%B1%B8%E8%B1%B9%E8%B2%8C%E8%B2%93%E8%B2%89%E8%97%90%E8%B1%BA%E8%B2%82%E9%9C%BE	kangxi-radical radical-common
走:zou3	走	赱			zǒu	to walk / to go / to run / to move (of vehicle) / to visit / to leave / to go away / to die (euph.) / from / through / away (in compound verbs, such as 撤走) / to change (shape, form, meaning)	起越赶超趋趟趁趣	40	207	once:土+龰	起=走+己|越=走+戉|赶=走+干|超=走+召|趋=走+刍|趟=走+尚|趁=走+㐱|趣=走+取		https://hanzicraft.com/dashboard/character/%E8%B5%B0%E8%B5%B7%E8%B6%8A%E8%B5%B6%E8%B6%85%E8%B6%8B%E8%B6%9F%E8%B6%81%E8%B6%A3	kangxi-radical radical-common
足:zu2	足	⻊			zú	foot	跑跳跟跨踢路跌踪	172	527	once:口+龰	跑=⻊+包|跳=⻊+兆|跟=⻊+艮|跨=⻊+夸|踢=⻊+易|路=⻊+各|跌=⻊+失|踪=⻊+宗		https://hanzicraft.com/dashboard/character/%E8%B6%B3%E8%B7%91%E8%B7%B3%E8%B7%9F%E8%B7%A8%E8%B8%A2%E8%B7%AF%E8%B7%8C%E8%B8%AA	kangxi-radical radical-common
身:shen1	身				shēn	body	躬躲軀射谢躺躯麝	26	164	once:𨈑+丿	躬=身+弓|躲=身+朵|軀=身+區|射=身+寸|谢=讠+射|躺=身+尚|躯=身+区|麝=鹿+射		https://hanzicraft.com/dashboard/character/%E8%BA%AB%E8%BA%AC%E8%BA%B2%E8%BB%80%E5%B0%84%E8%B0%A2%E8%BA%BA%E8%BA%AF%E9%BA%9D	kangxi-radical radical-common
辛:xin1	辛				xīn	bitter	辜辟辣避壁辞臂薛	49	1461	once:立+十	辜=古+辛|辟=𡰪+辛|辣=辛+束|避=辶+辟|壁=辟+土|辞=舌+辛|臂=辟+月|薛=艹+?		https://hanzicraft.com/dashboard/character/%E8%BE%9B%E8%BE%9C%E8%BE%9F%E8%BE%A3%E9%81%BF%E5%A3%81%E8%BE%9E%E8%87%82%E8%96%9B	kangxi-radical radical-common
辰:chen2	辰				chén	morning	辱農震振晨唇褥娠	25	2312		辱=辰+寸|農=曲+辰|震=雨+辰|振=扌+辰|晨=日+辰|唇=辰+口|褥=衤+辱|娠=女+辰		https://hanzicraft.com/dashboard/character/%E8%BE%B0%E8%BE%B1%E8%BE%B2%E9%9C%87%E6%8C%AF%E6%99%A8%E5%94%87%E8%A4%A5%E5%A8%A0	kangxi-radical radical-common
邑:yi4	邑	阝	⻏	⻖	yì	city	那邻邦郎部都郊郡	257	3126	once:口+巴	那=?+阝|邻=令+阝|邦=丰+阝|郎=?+阝|部=咅+阝|都=者+阝|郊=交+阝|郡=君+阝	Right-side form: 阝 (city/state). When 阝 is on the RIGHT of a char, it's 邑 (city) — used in place names: 那, 邻, 邦, 都, 郊.	https://hanzicraft.com/dashboard/character/%E9%82%91%E9%82%A3%E9%82%BB%E9%82%A6%E9%83%8E%E9%83%A8%E9%83%BD%E9%83%8A%E9%83%A1	kangxi-radical radical-common
酉:you3	酉				yǒu	wine	酒醉酸醒醋酱配酬	109	3830	once:兀+日	酒=氵+酉|醉=酉+卒|酸=酉+夋|醒=酉+星|醋=酉+昔|酱=?+酉|配=酉+己|酬=酉+州		https://hanzicraft.com/dashboard/character/%E9%85%89%E9%85%92%E9%86%89%E9%85%B8%E9%86%92%E9%86%8B%E9%85%B1%E9%85%8D%E9%85%AC	kangxi-radical radical-common
釆:bian4	釆				biàn	distinguish	釉釋释翻播悉番潘	28	6553	once:㇒+米	釉=釆+由|釋=釆+睪|释=釆+?|翻=番+羽|播=扌+番|悉=釆+心|番=釆+田|潘=氵+番		https://hanzicraft.com/dashboard/character/%E9%87%86%E9%87%89%E9%87%8B%E9%87%8A%E7%BF%BB%E6%92%AD%E6%82%89%E7%95%AA%E6%BD%98	kangxi-radical radical-common
里:li3	里				lǐ	village	野理重量懂童撞董	52	50	once:田+土	野=里+予|理=王+里|重=千+里|量=日+?|懂=忄+董|童=立+里|撞=扌+童|董=艹+重		https://hanzicraft.com/dashboard/character/%E9%87%8C%E9%87%8E%E7%90%86%E9%87%8D%E9%87%8F%E6%87%82%E7%AB%A5%E6%92%9E%E8%91%A3	kangxi-radical radical-common
长:chang2	长	長	镸		cháng	long	長脹鋹粻套肆髟蕻	23	109		長=?+?|脹=月+長|鋹=金+長|粻=米+長|套=大+镸|肆=镸+聿|髟=镸+彡|蕻=艹+?	Traditional: 長	https://hanzicraft.com/dashboard/character/%E9%95%BF%E9%95%B7%E8%84%B9%E9%8B%B9%E7%B2%BB%E5%A5%97%E8%82%86%E9%AB%9F%E8%95%BB	kangxi-radical radical-common
阜:fu4	阜	阝			fù	mound	阳阴院阶阻陈陪陷	2	3439	once:𠂤+十	阳=阝+日|阴=阝+月|院=阝+完|阶=阝+介|阻=阝+且|陈=阝+东|陪=阝+咅|陷=阝+臽	Left-side form: 阝 (mound/hill). Same glyph as 邑's variant but on the LEFT side — completely different meaning. Used in 阳, 阴, 院, 阶, 阻, 陈 (terrain/elevation themes).	https://hanzicraft.com/dashboard/character/%E9%98%9C%E9%98%B3%E9%98%B4%E9%99%A2%E9%98%B6%E9%98%BB%E9%99%88%E9%99%AA%E9%99%B7	kangxi-radical radical-common
隹:zhui1	隹				zhuī	short-tailed bird	雀集雁难雅准推维	185	5761		雀=少+隹|集=隹+木|雁=厂+倠|难=又+隹|雅=牙+隹|准=冫+隹|推=扌+隹|维=纟+隹		https://hanzicraft.com/dashboard/character/%E9%9A%B9%E9%9B%80%E9%9B%86%E9%9B%81%E9%9A%BE%E9%9B%85%E5%87%86%E6%8E%A8%E7%BB%B4	kangxi-radical radical-common
雨:yu3	雨				yǔ	rain	雪雷霜雾露霸震霞	93	926		雪=雨+彐|雷=雨+田|霜=雨+相|雾=雨+务|露=雨+路|霸=雨+䩗|震=雨+辰|霞=雨+叚		https://hanzicraft.com/dashboard/character/%E9%9B%A8%E9%9B%AA%E9%9B%B7%E9%9C%9C%E9%9B%BE%E9%9C%B2%E9%9C%B8%E9%9C%87%E9%9C%9E	kangxi-radical radical-common
青:qing1	青	靑			qīng	blue	靖靜情清请精静睛	31	497	once:龶+月	靖=立+青|靜=青+爭|情=忄+青|清=氵+青|请=讠+青|精=米+青|静=青+争|睛=目+青		https://hanzicraft.com/dashboard/character/%E9%9D%92%E9%9D%96%E9%9D%9C%E6%83%85%E6%B8%85%E8%AF%B7%E7%B2%BE%E9%9D%99%E7%9D%9B	kangxi-radical radical-common
非:fei1	非				fēi	wrong	靠排罪悲菲辈匪啡	34	283		靠=⺧+啡|排=扌+非|罪=罒+非|悲=非+心|菲=艹+非|辈=非+车|匪=匚+非|啡=口+非		https://hanzicraft.com/dashboard/character/%E9%9D%9E%E9%9D%A0%E6%8E%92%E7%BD%AA%E6%82%B2%E8%8F%B2%E8%BE%88%E5%8C%AA%E5%95%A1	kangxi-radical radical-common
韦:wei2	韦	韋			wéi	tanned leather	韓衛鍏違緯韌葦諱	32	1665		韓=龺+韋|衛=行+韋|鍏=金+韋|違=辶+韋|緯=糹+韋|韌=韋+刃|葦=艹+韋|諱=言+韋	Traditional: 韋	https://hanzicraft.com/dashboard/character/%E9%9F%A6%E9%9F%93%E8%A1%9B%E9%8D%8F%E9%81%95%E7%B7%AF%E9%9F%8C%E8%91%A6%E8%AB%B1	kangxi-radical radical-common
音:yin1	音				yīn	sound	韶韻意境竟暗镜韵	36	540	once:立+日	韶=音+召|韻=音+員|意=音+心|境=土+竟|竟=音+儿|暗=日+音|镜=钅+竟|韵=音+匀		https://hanzicraft.com/dashboard/character/%E9%9F%B3%E9%9F%B6%E9%9F%BB%E6%84%8F%E5%A2%83%E7%AB%9F%E6%9A%97%E9%95%9C%E9%9F%B5	kangxi-radical radical-common
风:feng1	风	風	𠘨		fēng	wind	颱颩風颼飆颺飀颻	29	348	once:几+乂	颱=風+台|颩=風+彡|風=几+䖝|颼=風+叟|飆=猋+風|颺=風+昜|飀=風+留|颻=?+風	Traditional: 風	https://hanzicraft.com/dashboard/character/%E9%A3%8E%E9%A2%B1%E9%A2%A9%E9%A2%A8%E9%A2%BC%E9%A3%86%E9%A2%BA%E9%A3%80%E9%A2%BB	kangxi-radical radical-common
饣:shi2	饣	食	飠		shí	eat	饭饺饮饿馆饱馒饼	61		once:⺈+乚	饭=饣+反|饺=饣+交|饮=饣+欠|饿=饣+我|馆=饣+官|饱=饣+包|馒=饣+曼|饼=饣+并	Traditional: 食<br>Simplified left form of 食 (eat/food). Always food/eating-related.	https://hanzicraft.com/dashboard/character/%E9%A5%A3%E9%A5%AD%E9%A5%BA%E9%A5%AE%E9%A5%BF%E9%A6%86%E9%A5%B1%E9%A6%92%E9%A5%BC	kangxi-radical radical-common
骨:gu3	骨				gǔ	bone	骼髀骿骾滑骸髓猾	36	1034	once:冎+月	骼=骨+各|髀=骨+卑|骿=骨+并|骾=骨+更|滑=氵+骨|骸=骨+亥|髓=骨+遀|猾=犭+骨		https://hanzicraft.com/dashboard/character/%E9%AA%A8%E9%AA%BC%E9%AB%80%E9%AA%BF%E9%AA%BE%E6%BB%91%E9%AA%B8%E9%AB%93%E7%8C%BE	kangxi-radical radical-common
高:gao1	高	髙			gāo	tall	搞稿敲嵩镐蒿槁篙	21	134		搞=扌+高|稿=禾+高|敲=高+攴|嵩=山+高|镐=钅+高|蒿=艹+高|槁=木+高|篙=⺮+高		https://hanzicraft.com/dashboard/character/%E9%AB%98%E6%90%9E%E7%A8%BF%E6%95%B2%E5%B5%A9%E9%95%90%E8%92%BF%E6%A7%81%E7%AF%99	kangxi-radical radical-common
髟:biao1	髟				biāo	hair	髮鬚鬆髦鬓髯髻鬃	42	5967	once:镸+彡	髮=髟+犮|鬚=髟+須|鬆=髟+松|髦=髟+毛|鬓=髟+宾|髯=髟+冉|髻=髟+吉|鬃=髟+宗		https://hanzicraft.com/dashboard/character/%E9%AB%9F%E9%AB%AE%E9%AC%9A%E9%AC%86%E9%AB%A6%E9%AC%93%E9%AB%AF%E9%AB%BB%E9%AC%83	kangxi-radical radical-common
黑:hei1	黑				hēi	black	默墨黛黯嘿黝黔黜	24	519		默=黑+犬|墨=黑+土|黛=代+黑|黯=黑+音|嘿=口+黑|黝=黑+幼|黔=黑+今|黜=黑+出		https://hanzicraft.com/dashboard/character/%E9%BB%91%E9%BB%98%E5%A2%A8%E9%BB%9B%E9%BB%AF%E5%98%BF%E9%BB%9D%E9%BB%94%E9%BB%9C	kangxi-radical radical-common
齐:qi2	齐	齊			qí	even	齋齏臍齊艩济剂挤	19	1061		齋=齊+小|齏=齊+韭|臍=月+齊|齊=?+?|艩=舟+齊|济=氵+齐|剂=齐+刂|挤=扌+齐	Traditional: 齊	https://hanzicraft.com/dashboard/character/%E9%BD%90%E9%BD%8B%E9%BD%8F%E8%87%8D%E9%BD%8A%E8%89%A9%E6%B5%8E%E5%89%82%E6%8C%A4	kangxi-radical radical-common
齿:chi3	齿	齒			chǐ	tooth	齡齗齾齒齮齧齣齦	34	1771		齡=齒+令|齗=齒+斤|齾=獻+齒|齒=止+𠚕|齮=齒+奇|齧=㓞+齒|齣=齒+句|齦=齒+艮	Traditional: 齒	https://hanzicraft.com/dashboard/character/%E9%BD%BF%E9%BD%A1%E9%BD%97%E9%BD%BE%E9%BD%92%E9%BD%AE%E9%BD%A7%E9%BD%A3%E9%BD%A6	kangxi-radical radical-common
龙:long2	龙	龍			lóng	dragon	龍籠襲龑躘礱龔聾	36	695		龍=𦚏+?|籠=⺮+龍|襲=龍+衣|龑=龍+天|躘=⻊+龍|礱=龍+石|龔=龍+共|聾=龍+耳	Traditional: 龍	https://hanzicraft.com/dashboard/character/%E9%BE%99%E9%BE%8D%E7%B1%A0%E8%A5%B2%E9%BE%91%E8%BA%98%E7%A4%B1%E9%BE%94%E8%81%BE	kangxi-radical radical-common
父:fu4	父				fù	father	斧釜爷爸爹嗲滏	8	589	once:八+乂	斧=父+斤|釜=父+金|爷=父+?|爸=父+巴|爹=父+多|嗲=口+爹|滏=氵+釜		https://hanzicraft.com/dashboard/character/%E7%88%B6%E6%96%A7%E9%87%9C%E7%88%B7%E7%88%B8%E7%88%B9%E5%97%B2%E6%BB%8F	kangxi-radical radical-common
片:pian4	片				piàn	slice	版牌牒牍牖簰魸	8	455		版=片+反|牌=片+卑|牒=片+枼|牍=片+卖|牖=片+?|簰=⺮+牌|魸=魚+片		https://hanzicraft.com/dashboard/character/%E7%89%87%E7%89%88%E7%89%8C%E7%89%92%E7%89%8D%E7%89%96%E7%B0%B0%E9%AD%B8	kangxi-radical radical-common
牛:niu2	牛	牜	⺧		niú	ox / cow / bull / CL:條|条[tiao2],頭|头[tou2] / (slang) awesome	物特犁牢牲牧牡	78	1016		物=牛+勿|特=牛+寺|犁=利+牛|牢=宀+牛|牲=牛+生|牧=牛+⺙|牡=牛+土	Left-side variant: 牜. Used in animal/livestock chars: 物, 特, 牲, 牧.	https://hanzicraft.com/dashboard/character/%E7%89%9B%E7%89%A9%E7%89%B9%E7%8A%81%E7%89%A2%E7%89%B2%E7%89%A7%E7%89%A1	kangxi-radical radical-common
赤:chi4	赤				chì	red / scarlet / bare / naked	赫赭郝赦哧螫赧	10	1658		赫=赤|赭=赤+者|郝=赤+阝|赦=赤+⺙|哧=口+赤|螫=赦+虫|赧=赤+𠬝		https://hanzicraft.com/dashboard/character/%E8%B5%A4%E8%B5%AB%E8%B5%AD%E9%83%9D%E8%B5%A6%E5%93%A7%E8%9E%AB%E8%B5%A7	kangxi-radical radical-common
隶:li4	隶				lì	slave	隸康逮慷糠棣埭	10	1799	once:⺺+氺	隸=柰+隶|康=广+隶|逮=辶+隶|慷=忄+康|糠=米+康|棣=木+隶|埭=土+隶		https://hanzicraft.com/dashboard/character/%E9%9A%B6%E9%9A%B8%E5%BA%B7%E9%80%AE%E6%85%B7%E7%B3%A0%E6%A3%A3%E5%9F%AD	kangxi-radical radical-common
田:tian2	田				tián	field	田町思留略番	259	776	once:冂+土	田=冂+土|町=田+丁|思=田+心|留=卯+田|略=田+各|番=釆+田		https://hanzicraft.com/dashboard/character/%E7%94%B0%E7%94%B0%E7%94%BA%E6%80%9D%E7%95%99%E7%95%A5%E7%95%AA	kangxi-radical radical-common
白:bai2	白				bái	white	百的皇皆皎皓	120	286	once:日+㇒	百=一+白|的=白+勺|皇=白+王|皆=比+白|皎=白+交|皓=白+告	Also a phonetic component (bái / bǎi) — appears phonetically in 百, 帛, 拍.	https://hanzicraft.com/dashboard/character/%E7%99%BD%E7%99%BE%E7%9A%84%E7%9A%87%E7%9A%86%E7%9A%8E%E7%9A%93	kangxi-radical radical-common
见:jian4	见	見			jiàn	to see / to meet / to appear (to be sth) / to interview	观规视觉觅览	60	153	once:冂+儿	观=又+见|规=夫+见|视=礻+见|觉=?+见|觅=爫+见|览=?+见	Traditional: 見	https://hanzicraft.com/dashboard/character/%E8%A7%81%E8%A7%82%E8%A7%84%E8%A7%86%E8%A7%89%E8%A7%85%E8%A7%88	kangxi-radical radical-common
辵:chuo4	辵	辶	⻌	⻍	chuò	walk	巡迎通追逃進	224	7174	once:彡+龰	巡=辶+巛|迎=辶+卬|通=辶+甬|追=辶+𠂤|逃=辶+兆|進=辶+隹	Modern form: 辶 ('walking-go radical'). Used in motion verbs: 走 (no, 走 has its own radical), 进, 退, 通, 道, 这, 那.	https://hanzicraft.com/dashboard/character/%E8%BE%B5%E5%B7%A1%E8%BF%8E%E9%80%9A%E8%BF%BD%E9%80%83%E9%80%B2	kangxi-radical radical-common
面:mian4	面	靣			miàn	face	靦缅腼湎靥麵	8	74	once:丆+囬	靦=面+見|缅=纟+面|腼=月+面|湎=氵+面|靥=厌+面|麵=麥+面		https://hanzicraft.com/dashboard/character/%E9%9D%A2%E9%9D%A6%E7%BC%85%E8%85%BC%E6%B9%8E%E9%9D%A5%E9%BA%B5	kangxi-radical radical-common
龠:yue4	龠				yuè	flute	龤龢籥瀹籲鑰	7	6628		龤=龠+皆|龢=龠+禾|籥=⺮+龠|瀹=氵+龠|籲=⺮+龥|鑰=金+龠		https://hanzicraft.com/dashboard/character/%E9%BE%A0%E9%BE%A4%E9%BE%A2%E7%B1%A5%E7%80%B9%E7%B1%B2%E9%91%B0	kangxi-radical radical-common
卤:lu3	卤	鹵			lǔ	salt	鹹鹼鹽磠鹾	7	3738	once:⺊+龱	鹹=鹵+咸|鹼=鹵+僉|鹽=?+皿|磠=石+鹵|鹾=卤+差	Traditional: 鹵	https://hanzicraft.com/dashboard/character/%E5%8D%A4%E9%B9%B9%E9%B9%BC%E9%B9%BD%E7%A3%A0%E9%B9%BE	kangxi-radical radical-common
血:xue4	血				xuè	blood	洫衅恤衄衋	7	657	once:皿+丶	洫=氵+血|衅=血+半|恤=忄+血|衄=血+丑|衋=聿+?		https://hanzicraft.com/dashboard/character/%E8%A1%80%E6%B4%AB%E8%A1%85%E6%81%A4%E8%A1%84%E8%A1%8B	kangxi-radical radical-common
攴:pu1	攴	攵			pū	rap, tap	收敲寇蔻	155	6417	once:⺊+又	收=丩+⺙|敲=高+攴|寇=宀+?|蔻=艹+寇		https://hanzicraft.com/dashboard/character/%E6%94%B4%E6%94%B6%E6%95%B2%E5%AF%87%E8%94%BB	kangxi-radical radical-common
首:shou3	首				shǒu	head	馗馘道艏	5	481	once:䒑+自	馗=九+首|馘=首+或|道=辶+首|艏=舟+首		https://hanzicraft.com/dashboard/character/%E9%A6%96%E9%A6%97%E9%A6%98%E9%81%93%E8%89%8F	kangxi-radical radical-common
龟:gui1	龟	龜			guī	turtle	龝龜阄	4	2387	once:⺈+电	龝=禾+龜|龜=?+龱|阄=门+龟	Traditional: 龜	https://hanzicraft.com/dashboard/character/%E9%BE%9F%E9%BE%9D%E9%BE%9C%E9%98%84	kangxi-radical radical-common
香:xiang1	香				xiāng	fragrant	馨馥	4	775	once:禾+日	馨=殸+香|馥=香+复		https://hanzicraft.com/dashboard/character/%E9%A6%99%E9%A6%A8%E9%A6%A5	kangxi-radical radical-common
黹:zhi3	黹				zhǐ	embroidery	黼黻	4	6539	once:业+㡀	黼=黹+甫|黻=黹+犮		https://hanzicraft.com/dashboard/character/%E9%BB%B9%E9%BB%BC%E9%BB%BB	kangxi-radical radical-common
飞:fei1	飞	飛			fēi	to fly	飛	3	347		飛=升+𠃧	Traditional: 飛	https://hanzicraft.com/dashboard/character/%E9%A3%9E%E9%A3%9B	kangxi-radical radical-common
黃:huang2	黃				huáng	yellow		1	561				https://hanzicraft.com/dashboard/character/%E9%BB%83	kangxi-radical radical-common
一:yi1	一				yī	one / 1 / single / a (article) / as soon as / entire / whole / all / throughout / "one" radical in Chinese characters (Kangxi radical 1)	七三丘上大子下天	68	2		七=乚+一|三=一+二|丘=斤+一|上=⺊+一|大=人+一|子=了+一|下=一+卜|天=一+大		https://hanzicraft.com/dashboard/character/%E4%B8%80%E4%B8%83%E4%B8%89%E4%B8%98%E4%B8%8A%E5%A4%A7%E5%AD%90%E4%B8%8B%E5%A4%A9	kangxi-radical radical-structural
丨:gun3	丨				gǔn	line	中个十山引旧川申	16			中=口+丨|个=人+丨|十=一+丨|山=丨+凵|引=弓+丨|旧=丨+日|川=丨|申=日+丨		https://hanzicraft.com/dashboard/character/%E4%B8%A8%E4%B8%AD%E4%B8%AA%E5%8D%81%E5%B1%B1%E5%BC%95%E6%97%A7%E5%B7%9D%E7%94%B3	kangxi-radical radical-structural
丿:pie3	丿				piě	slash	么力身儿几少必九	14			么=丿+厶|力=㇆+丿|身=𨈑+丿|儿=丿+乚|几=丿+㇠|少=小+丿|必=心+丿|九=丿+㇈		https://hanzicraft.com/dashboard/character/%E4%B8%BF%E4%B9%88%E5%8A%9B%E8%BA%AB%E5%84%BF%E5%87%A0%E5%B0%91%E5%BF%85%E4%B9%9D	kangxi-radical radical-structural
乙:yi3	乙	⺄	乚		yǐ	second	也己儿电七巴乱礼	24	1869	once:㇠×2	也=乚+?|己=?+乚|儿=丿+乚|电=申+乚|七=乚+一|巴=𠃜+乚|乱=舌+乚|礼=礻+乚		https://hanzicraft.com/dashboard/character/%E4%B9%99%E4%B9%9F%E5%B7%B1%E5%84%BF%E7%94%B5%E4%B8%83%E5%B7%B4%E4%B9%B1%E7%A4%BC	kangxi-radical radical-structural
二:er4	二				èr	two / 2 / stupid (Beijing dialect)	井些会那作动进三	655	157	once:一×2	井=?+二|些=此+二|会=人+云|那=?+阝|作=亻+乍|动=云+力|进=辶+井|三=一+二		https://hanzicraft.com/dashboard/character/%E4%BA%8C%E4%BA%95%E4%BA%9B%E4%BC%9A%E9%82%A3%E4%BD%9C%E5%8A%A8%E8%BF%9B%E4%B8%89	kangxi-radical radical-structural
亠:tou2	亠				tóu	lid	交京就方将文立变	355		once:一+丶	交=六+乂|京=?+小|就=京+尤|方=亠+?|将=丬+𪨃|文=亠+乂|立=亠+䒑|变=亦+又		https://hanzicraft.com/dashboard/character/%E4%BA%A0%E4%BA%A4%E4%BA%AC%E5%B0%B1%E6%96%B9%E5%B0%86%E6%96%87%E7%AB%8B%E5%8F%98	kangxi-radical radical-structural
八:ba1	八				bā	eight	公六共分小其只斯	547	451	once:㇒×2	公=八+厶|六=亠+八|共=龷+八|分=八+刀|小=亅+八|其=甘+?|只=口+八|斯=其+斤		https://hanzicraft.com/dashboard/character/%E5%85%AB%E5%85%AC%E5%85%AD%E5%85%B1%E5%88%86%E5%B0%8F%E5%85%B6%E5%8F%AA%E6%96%AF	kangxi-radical radical-structural
冂:jiong1	冂				jiōng	(down box)	内再用同两见月南	346			内=人+冂|再=一+冉|用=冂+?|同=冂+𠮛|两=一+?|见=冂+儿|月=冂+二|南=十+?		https://hanzicraft.com/dashboard/character/%E5%86%82%E5%86%85%E5%86%8D%E7%94%A8%E5%90%8C%E4%B8%A4%E8%A7%81%E6%9C%88%E5%8D%97	kangxi-radical radical-structural
冖:mi4	冖				mì	cover	冗冠学军常受觉带	262		once:冂×2	冗=冖+几|冠=冖+㝴|学=?+子|军=冖+车|常=龸+吊|受=?+又|觉=?+见|带=卅+?		https://hanzicraft.com/dashboard/character/%E5%86%96%E5%86%97%E5%86%A0%E5%AD%A6%E5%86%9B%E5%B8%B8%E5%8F%97%E8%A7%89%E5%B8%A6	kangxi-radical radical-structural
